,time,viewers,str_on_field_1,str_on_field_2,disposal_1,disposal_2,tactic_1,tactic_2,pressing_1,pressing_2,strategy_1,strategy_2,player_1,player_2,blows_1,blows_2,id_match,score_player_1,score_player_2
0,28.12.2019 23:53,Зрители: 73,168.8,81.8,3-4-3,4-4-2,суперзащитная (0%),атакующая (70%),нет,нет,нормальная,игра в пас,ATT,ZEVS,смешанные,дальние,951981899,3,0
1,28.12.2019 23:55,,200.4,134.7,4-3-3,3-5-2,защитная (31%),суперзащитная (12%),нет,нет,игра в пас,дальние удары,ZARYA 1967,Кипелов,дальние,короткие,951981900,0,3
2,28.12.2019 23:53,,205.1,110.6,3-4-3,3-5-2,суперзащитная (7%),суперзащитная (19%),нет,нет,игра в пас,дальние удары,kerj sania,Fiery Force_36,дальние,дальние,951981901,3,0
3,28.12.2019 23:53,Зрители: 0,102.3,174.7,3-5-2,3-5-2,атакующая (70%),суперзащитная (1%),нет,нет,нормальная,дальние удары,evgeny_1991,3емснаряд,смешанные,дальние,951981902,0,2
4,28.12.2019 23:55,,177.8,283.5,2-5-3,3-5-2,нормальная (44%),защитная (33%),нет,нет,дальние удары,нормальная,saburtalo11,Ютланд,дальние,смешанные,951981903,0,1
5,28.12.2019 23:54,,167.4,178.1,3-5-2,3-4-3,защитная (21%),суперзащитная (7%),нет,да,дальние удары,нормальная,SONY,Прикарпаття,дальние,дальние,951981904,2,1
6,28.12.2019 23:54,Зрители: 0,128.8,133,4-4-2,2-5-3,суперзащитная (3%),суперзащитная (20%),нет,нет,нормальная,дальние удары,mavricy,Гибралтарский раздолбай,дальние,дальние,951981905,0,1
7,28.12.2019 23:52,Зрители: 0,76.6,46.2,4-4-2,4-3-3,нормальная (50%),нормальная (41%),,,нормальная,техничная игра,Спарринг-Бот,Araerinii,смешанные,смешанные,951981906,0,1
8,28.12.2019 23:53,,136.9,145.3,2-5-3,3-3-4,суперзащитная (20%),защитная (30%),нет,нет,техничная игра,дальние удары,0610qw,PFC KRASNODAR,дальние,дальние,951981910,2,0
9,28.12.2019 23:55,,164.8,185.2,4-3-3,4-3-3,суперзащитная (7%),нормальная (54%),нет,нет,нормальная,игра в пас,Basta-al,legion66,дальние,смешанные,951981911,3,1
10,28.12.2019 23:55,,267.2,273.1,3-4-3,3-4-3,защитная (35%),суперзащитная (6%),нет,нет,игра в пас,нормальная,Тоха777,kapitan-14,дальние,дальние,951981916,0,0
11,28.12.2019 23:53,,207,314.4,3-4-3,3-4-3,суперзащитная (10%),суперзащитная (17%),нет,нет,дальние удары,дальние удары,Спортинг,KovalevAV,дальние,дальние,951981917,0,1
12,28.12.2019 23:54,,157.8,96.1,3-4-3,3-4-3,суперзащитная (5%),суперзащитная (5%),нет,нет,дальние удары,игра в пас,Чукча,borabor,дальние,смешанные,951981918,4,0
13,28.12.2019 23:54,,142.5,175.4,3-4-3,4-4-2,суперзащитная (20%),защитная (22%),нет,нет,нормальная,дальние удары,Веллинтон,Шахтер Полтава,дальние,дальние,951981919,0,4
14,28.12.2019 23:54,,166.5,144.6,3-5-2,3-5-2,защитная (21%),защитная (24%),нет,нет,дальние удары,нормальная,MailBoxesetc,Кузя21,дальние,дальние,951981920,1,2
15,28.12.2019 23:53,Зрители: 116500,262.9,101.3,3-5-2,3-5-2,суперзащитная (14%),суператакующая (100%),нет,нет,дальние удары,дальние удары,DK66,Симбирск2020,дальние,дальние,951981921,4,0
16,28.12.2019 23:57,Зрители: 0,143.1,133.5,3-5-2,4-4-2,защитная (24%),суперзащитная (15%),нет,нет,дальние удары,дальние удары,Batr,BOTAH72,дальние,дальние,951981922,1,3
17,28.12.2019 23:56,Зрители: 0,191.5,121.5,4-4-2,3-4-3,нормальная (50%),атакующая (79%),,,нормальная,дальние удары,Спарринг-Бот,ОБМОРОК,смешанные,дальние,951981923,2,2
18,28.12.2019 23:56,,186.9,118.5,2-5-3,3-4-3,суперзащитная (7%),суперзащитная (2%),нет,нет,нормальная,игра в пас,CaMaPa-2012,Azure Dragon,дальние,дальние,951981924,2,0
19,28.12.2019 23:53,Зрители: 2933,84,92.4,5-3-2,4-3-3,суперзащитная (20%),защитная (22%),нет,нет,дальние удары,игра в пас,tumak58,wawa5,дальние,дальние,951981925,0,4
20,28.12.2019 23:53,Зрители: 0,339.9,304.5,3-5-2,3-4-3,защитная (25%),суперзащитная (14%),нет,нет,игра в пас,игра в пас,malyrik2000,Fobster,дальние,дальние,951981926,0,3
21,28.12.2019 23:54,Зрители: 0,178.4,229.7,3-5-2,4-4-2,защитная (21%),нормальная (50%),,,дальние удары,нормальная,maxmargolin,Спарринг-Бот,дальние,смешанные,951981927,0,0
22,28.12.2019 23:53,,153.6,184.4,3-4-3,2-5-3,суперзащитная (19%),защитная (37%),нет,нет,нормальная,нормальная,ангел панда,ЖАНГЛЕР,дальние,дальние,951981928,0,0
23,28.12.2019 23:53,,244.9,260.9,3-5-2,2-4-4,суперзащитная (11%),защитная (24%),нет,нет,нормальная,дальние удары,FK Spartak1974,andi,дальние,дальние,951981929,2,0
24,28.12.2019 23:54,,287.1,203.4,4-4-2,3-4-3,суперзащитная (5%),суперзащитная (3%),нет,нет,игра в пас,дальние удары,ФК_Шахтёр Донецк,Jaeger,дальние,смешанные,951981930,0,1
25,28.12.2019 23:54,,128,171.5,3-4-3,5-3-2,суперзащитная (12%),суперзащитная (18%),нет,нет,игра в пас,техничная игра,spinoza,спартак юхнов,дальние,смешанные,951981931,0,2
26,28.12.2019 23:53,Зрители: 0,114.6,181.6,2-5-3,3-5-2,атакующая (77%),защитная (27%),нет,нет,техничная игра,техничная игра,Ленинградцы,Зенит2015,смешанные,дальние,951981932,0,3
27,28.12.2019 23:57,Зрители: 0,159,163.3,3-5-2,2-5-3,защитная (27%),нормальная (41%),нет,нет,игра в пас,дальние удары,FK BARDAK,стк патриот,дальние,дальние,951981934,1,0
28,28.12.2019 23:54,Зрители: 0,184.5,120.1,4-5-1,2-5-3,суперзащитная (15%),нормальная (43%),нет,нет,техничная игра,дальние удары,Spacewood,ToYoT,дальние,короткие,951981936,1,0
29,28.12.2019 23:53,Зрители: 0,270,122.4,3-4-3,3-5-2,суперзащитная (9%),защитная (25%),нет,нет,игра в пас,игра в пас,Dave,Футбольные Снайперы,смешанные,дальние,951981937,2,0
30,28.12.2019 23:56,,182.4,181.5,4-3-3,3-5-2,суперзащитная (7%),суперзащитная (20%),нет,нет,игра в пас,дальние удары,кароль 909,Сибирь,дальние,дальние,951981938,3,0
31,28.12.2019 23:57,,NAN,NAN,0-0-0,4-4-2,суперзащитная (%),суперзащитная (1%),,нет,нормальная,дальние удары,vovulya,Аттила,смешанные,дальние,951981939,0,3
32,28.12.2019 23:56,Зрители: 10000,90.7,76.6,3-4-3,4-4-2,атакующая (79%),нормальная (50%),,,дальние удары,нормальная,САРАНЧА,Спарринг-Бот,смешанные,смешанные,951981940,3,0
33,28.12.2019 23:52,Зрители: 9396,48.5,76.6,4-3-3,4-4-2,нормальная (50%),нормальная (50%),,,нормальная,нормальная,Veracruz,Спарринг-Бот,смешанные,смешанные,951981941,2,1
34,28.12.2019 23:53,Зрители: 200666,164.6,76.6,4-4-2,4-4-2,суперзащитная (14%),нормальная (50%),,,дальние удары,нормальная,Fisichella,Спарринг-Бот,дальние,смешанные,951981942,7,0
35,28.12.2019 23:53,Зрители: 109780,120.1,182.4,4-3-3,3-5-2,суперзащитная (7%),защитная (28%),нет,нет,игра в пас,игра в пас,Арлекин,ФК ЧУДО,дальние,дальние,951981943,0,0
36,28.12.2019 23:56,,101.5,150.3,4-3-3,4-3-3,суперзащитная (14%),нормальная (45%),нет,нет,дальние удары,дальние удары,ALEX16,FC Gubansk,дальние,дальние,951981944,0,1
37,28.12.2019 23:54,,180.8,167.6,3-3-4,4-4-2,нормальная (45%),суперзащитная (2%),нет,нет,нормальная,нормальная,micromeritics,DeVille,дальние,короткие,951981945,1,0
38,28.12.2019 23:54,,164,175.7,2-5-3,3-5-2,суперзащитная (8%),суперзащитная (15%),нет,нет,нормальная,игра в пас,simonglina,gri13,дальние,дальние,951981946,3,0
39,28.12.2019 23:54,Зрители: 64444,185.1,131.3,3-4-3,2-5-3,суперзащитная (17%),защитная (25%),нет,нет,дальние удары,игра в пас,roberto777,Самурай,дальние,дальние,951981947,1,0
40,28.12.2019 23:55,,194.1,155,4-4-2,2-6-2,суперзащитная (11%),защитная (26%),нет,нет,техничная игра,дальние удары,Iskra-SMA,demonnail2013,смешанные,смешанные,951981948,3,1
41,28.12.2019 23:55,,64.5,116.9,3-2-5,3-5-2,суперзащитная (13%),суперзащитная (9%),нет,нет,нормальная,нормальная,kirpich22,Филиппок,дальние,дальние,951981949,1,3
42,28.12.2019 23:57,,128.9,104.5,4-3-3,2-6-2,суперзащитная (3%),суперзащитная (16%),нет,нет,техничная игра,игра в пас,ХХХДоминаторХХХ,NAVOI,смешанные,дальние,951981950,10,1
43,28.12.2019 23:55,Зрители: 0,235.8,106.6,3-5-2,3-4-3,суперзащитная (3%),защитная (25%),нет,нет,техничная игра,техничная игра,Сан-Марино Кальчо,1TL1,дальние,дальние,951981951,3,0
44,28.12.2019 23:56,Зрители: 23089,115.1,135.6,3-4-3,3-4-3,суперзащитная (1%),защитная (27%),нет,нет,дальние удары,дальние удары,termi,Tyumen-City,дальние,дальние,951981952,0,6
45,28.12.2019 23:54,,170.3,310.1,2-5-3,2-5-3,защитная (25%),суперзащитная (13%),нет,нет,дальние удары,дальние удары,Хранитель,СПАРТАК M,смешанные,дальние,951981953,0,4
46,28.12.2019 23:57,,166.7,157.5,3-4-3,3-5-2,суперзащитная (3%),защитная (33%),нет,нет,техничная игра,дальние удары,KYIV UKRAINE,sinelnikov1978,дальние,дальние,951981954,2,0
47,28.12.2019 23:53,Зрители: 0,191.5,219.7,4-4-2,3-4-3,нормальная (50%),суперзащитная (10%),,,нормальная,нормальная,Спарринг-Бот,ФК Рощино,смешанные,дальние,951981955,0,5
48,28.12.2019 23:52,Зрители: 2500,51.1,29.7,3-4-3,4-5-1,суперзащитная (20%),суперзащитная (5%),нет,нет,дальние удары,дальние удары,,,дальние,дальние,951981956,5,1
49,28.12.2019 23:53,Зрители: 0,229.7,102.1,4-4-2,3-4-3,нормальная (50%),суперзащитная (7%),,,нормальная,игра в пас,Спарринг-Бот,ViP Mine-worker,смешанные,дальние,951981957,0,0
50,28.12.2019 23:54,Зрители: 0,229.7,117.6,4-4-2,2-5-3,нормальная (50%),защитная (30%),,,нормальная,дальние удары,Спарринг-Бот,АЛЕКСАНЧЕС,смешанные,смешанные,951981958,0,0
51,28.12.2019 23:53,Зрители: 0,74.9,229.7,3-4-3,4-4-2,суперзащитная (1%),нормальная (50%),,,нормальная,нормальная,Спартак71,Спарринг-Бот,смешанные,смешанные,951981959,0,1
52,28.12.2019 23:53,Зрители: 0,49.4,229.7,3-4-3,4-4-2,суперзащитная (6%),нормальная (50%),,,игра в пас,нормальная,Menedger_2012,Спарринг-Бот,дальние,смешанные,951981960,0,0
53,28.12.2019 23:55,Зрители: 19666,114.9,147.3,3-5-2,3-5-2,суперзащитная (12%),защитная (26%),нет,нет,нормальная,игра в пас,VAN HELSING,Soccer Brother,дальние,дальние,951981961,1,0
54,28.12.2019 23:53,Зрители: 0,229.7,140.2,4-4-2,4-3-3,нормальная (50%),суперзащитная (2%),,,нормальная,дальние удары,Спарринг-Бот,Svet_lana,смешанные,дальние,951981962,1,2
55,28.12.2019 23:53,Зрители: 0,229.7,143.8,4-4-2,2-5-3,нормальная (50%),нормальная (41%),,,нормальная,дальние удары,Спарринг-Бот,Lendo Colendo,смешанные,дальние,951981963,1,2
56,28.12.2019 23:53,,150.4,150.4,4-3-3,3-5-2,защитная (27%),суперзащитная (18%),нет,нет,игра в пас,игра в пас,alexdor,Tiras82,дальние,дальние,951981964,0,0
57,28.12.2019 23:56,,183.9,226.2,3-5-2,3-4-3,защитная (28%),суперзащитная (2%),нет,нет,игра в пас,дальние удары,Reviseur,belya1977,смешанные,дальние,951981966,0,2
58,28.12.2019 23:53,Зрители: 0,229.7,109.6,4-4-2,3-4-3,нормальная (50%),суперзащитная (3%),,,нормальная,дальние удары,Спарринг-Бот,Alex1982,смешанные,смешанные,951981967,0,0
59,28.12.2019 23:54,Зрители: 0,229.7,200.4,4-4-2,4-4-2,нормальная (50%),суперзащитная (3%),,,нормальная,игра в пас,Спарринг-Бот,ololo23,смешанные,короткие,951981968,1,2
60,28.12.2019 23:54,Зрители: 1644,41.7,76.6,4-3-3,4-4-2,нормальная (41%),нормальная (50%),,,техничная игра,нормальная,Araerinii,Спарринг-Бот,смешанные,смешанные,951981969,2,1
61,28.12.2019 23:53,,108,163.8,4-4-2,3-4-3,защитная (21%),суперзащитная (7%),нет,нет,нормальная,дальние удары,hooks_74,Россия 2012,дальние,дальние,951981972,1,1
62,28.12.2019 23:58,Зрители: 0,132,168.5,3-5-2,4-4-2,суперзащитная (5%),нормальная (50%),,,нормальная,нормальная,Bagratione,Спарринг-Бот,дальние,смешанные,951981973,1,0
63,28.12.2019 23:58,,106.1,119.9,1-7-2,4-3-3,защитная (38%),суперзащитная (6%),нет,нет,дальние удары,нормальная,Sokol Saratov1977,DevideD80,дальние,дальние,951981975,0,1
64,28.12.2019 23:56,,109.7,49.6,4-4-2,4-4-2,нормальная (44%),суперзащитная (5%),нет,нет,дальние удары,дальние удары,ФК Exo,Kord,дальние,дальние,951981976,1,0
65,28.12.2019 23:55,,144.2,137.7,4-3-3,2-5-3,суперзащитная (12%),защитная (21%),нет,нет,дальние удары,дальние удары,tai2020,радист,дальние,смешанные,951981977,0,0
66,28.12.2019 23:55,,121.4,125.2,3-4-3,3-5-2,суперзащитная (7%),суперзащитная (20%),нет,нет,нормальная,дальние удары,trezet,Ruqiyam,дальние,дальние,951981978,2,0
67,28.12.2019 23:54,,137.8,151,4-3-3,4-4-2,суперзащитная (11%),защитная (22%),нет,нет,нормальная,нормальная,Каменяр,alexunited,дальние,дальние,951981980,2,2
68,28.12.2019 23:58,,NAN,NAN,0-0-0,4-4-2,суперзащитная (%),суперзащитная (1%),,нет,нормальная,нормальная,Delik,Ganer_S,смешанные,дальние,951981982,0,3
69,28.12.2019 23:58,,256.7,166.1,3-5-2,4-4-2,суперзащитная (13%),защитная (24%),нет,нет,дальние удары,игра в пас,Энергетик Нетишин,RUSTER,дальние,дальние,951981984,3,0
70,28.12.2019 23:55,,117.9,234.8,3-3-4,3-5-2,суперзащитная (4%),суперзащитная (8%),нет,нет,игра в пас,дальние удары,ROCKNROLLA,ICEMAN73,дальние,дальние,951981985,2,6
71,28.12.2019 23:54,,222.6,214.2,3-4-3,3-4-3,суперзащитная (0%),суперзащитная (4%),нет,нет,техничная игра,дальние удары,DenZona,Karkinitida,смешанные,смешанные,951981986,3,0
72,28.12.2019 23:58,,191.5,70.7,4-3-3,3-4-3,суперзащитная (1%),суперзащитная (6%),нет,нет,техничная игра,дальние удары,фк Велес,bartemon,дальние,дальние,951981987,0,0
73,28.12.2019 23:54,,150.9,105.1,3-4-3,4-4-2,защитная (28%),защитная (24%),нет,нет,нормальная,техничная игра,Adrenalin-GR,sir maestro,дальние,дальние,951981988,1,0
74,28.12.2019 23:56,,57.9,134.6,4-4-2,4-3-3,суперзащитная (0%),суперзащитная (1%),нет,нет,техничная игра,техничная игра,Арес666,Тыковки,дальние,дальние,951981989,0,3
75,28.12.2019 23:54,,188.3,102.6,4-3-3,3-5-2,нормальная (41%),суперзащитная (0%),нет,нет,дальние удары,техничная игра,JHONNOHJ,Branelo,дальние,дальние,951981990,3,0
76,28.12.2019 23:58,,145.3,136.4,3-5-2,3-5-2,защитная (21%),суперзащитная (7%),нет,нет,игра в пас,игра в пас,11_балбесов,yurko509,смешанные,дальние,951981991,2,0
77,28.12.2019 23:53,Зрители: 99219,145.6,191.5,4-3-3,4-4-2,защитная (34%),нормальная (50%),,,нормальная,нормальная,Spartak26rus,Спарринг-Бот,дальние,смешанные,951981992,2,1
78,28.12.2019 23:58,Зрители: 0,131.6,109.6,3-4-3,4-3-3,суперзащитная (17%),защитная (33%),нет,нет,игра в пас,нормальная,AlternativeYes,vitali011271,дальние,смешанные,951981993,5,1
79,28.12.2019 23:53,Зрители: 0,210.8,191.5,3-4-3,4-4-2,суперзащитная (10%),нормальная (50%),,,нормальная,нормальная,3енит_Санкт петербург,Спарринг-Бот,дальние,смешанные,951981995,5,0
80,28.12.2019 23:58,Зрители: 0,155.9,175.5,4-4-2,2-5-3,суперзащитная (1%),суперзащитная (9%),нет,нет,дальние удары,нормальная,Amurec,Богатырь_в Законе,дальние,смешанные,951981996,0,1
81,28.12.2019 23:58,Зрители: 0,121.1,153.2,4-3-3,4-4-2,суперзащитная (3%),нормальная (50%),,,игра в пас,нормальная,Шалун,Спарринг-Бот,дальние,смешанные,951981997,1,0
82,28.12.2019 23:58,,254.1,112.9,4-4-2,3-4-3,защитная (39%),защитная (21%),нет,нет,нормальная,дальние удары,Томь Сити,Хороший Человек,смешанные,дальние,951981998,0,0
83,28.12.2019 23:53,Зрители: 0,269.5,229.7,2-5-3,4-4-2,суперзащитная (9%),нормальная (50%),,,дальние удары,нормальная,If FC,Спарринг-Бот,дальние,смешанные,951982001,3,1
84,28.12.2019 23:53,Зрители: 0,160.6,229.7,3-5-2,4-4-2,суператакующая (87%),нормальная (50%),,,техничная игра,нормальная,aristotel,Спарринг-Бот,смешанные,смешанные,951982002,3,3
85,28.12.2019 23:53,,145.5,143.5,3-5-2,2-4-4,суперзащитная (4%),защитная (35%),нет,нет,нормальная,нормальная,zhelez,nail2013dubl,короткие,дальние,951982004,1,3
86,28.12.2019 23:58,,195.3,169.7,4-3-3,4-3-3,суперзащитная (4%),защитная (23%),нет,нет,дальние удары,техничная игра,Павлин Мавлин,Fay,дальние,дальние,951982005,3,0
87,28.12.2019 23:53,Зрители: 0,255.2,191.5,3-5-2,4-4-2,суперзащитная (15%),нормальная (50%),,,техничная игра,нормальная,hugo_boss,Спарринг-Бот,дальние,смешанные,951982007,7,0
88,28.12.2019 23:54,Зрители: 0,191.5,142.3,4-4-2,3-5-2,нормальная (50%),защитная (35%),,,нормальная,игра в пас,Спарринг-Бот,Boozer,смешанные,короткие,951982008,1,3
89,28.12.2019 23:54,Зрители: 0,155.8,169.8,2-4-4,4-4-2,защитная (25%),суперзащитная (19%),нет,нет,дальние удары,дальние удары,kazar,bogdan2004-1,дальние,дальние,951982010,5,1
90,28.12.2019 23:58,,NAN,NAN,0-0-0,4-3-3,суперзащитная (%),суперзащитная (12%),,нет,нормальная,игра в пас,miner1977,FC Polissya,смешанные,дальние,951982011,0,3
