,time,viewers,str_on_field_1,str_on_field_2,disposal_1,disposal_2,tactic_1,tactic_2,pressing_1,pressing_2,strategy_1,strategy_2,player_1,player_2,blows_1,blows_2,id_match,score_player_1,score_player_2
0,28.12.2019 21:44,Зрители: 110000,131.1,229.7,3-5-2,4-4-2,суперзащитная (16%),нормальная (50%),,,игра в пас,нормальная,yanker,Спарринг-Бот,дальние,смешанные,951956270,3,0
1,28.12.2019 21:44,Зрители: 0,229.7,103.5,4-4-2,3-3-4,нормальная (50%),защитная (25%),,,нормальная,игра в пас,Спарринг-Бот,TAK 96,смешанные,дальние,951956271,0,0
2,28.12.2019 21:43,Зрители: 108952,124.9,229.7,4-4-2,4-4-2,суперзащитная (2%),нормальная (50%),,,нормальная,нормальная,fc jve-toshik,Спарринг-Бот,дальние,смешанные,951956272,0,1
3,28.12.2019 21:45,Зрители: 0,229.7,130.7,4-4-2,2-5-3,нормальная (50%),суперзащитная (8%),,,нормальная,игра в пас,Спарринг-Бот,Nevga,смешанные,дальние,951956273,1,4
4,28.12.2019 21:47,Зрители: 135687,197.3,229.7,3-4-3,4-4-2,защитная (21%),нормальная (50%),,,дальние удары,нормальная,SpA_Milan,Спарринг-Бот,дальние,смешанные,951956274,2,0
5,28.12.2019 21:43,Зрители: 0,229.7,200.3,4-4-2,3-4-3,нормальная (50%),суперзащитная (9%),,,нормальная,нормальная,Спарринг-Бот,Pens,смешанные,смешанные,951956275,2,3
6,28.12.2019 21:47,Зрители: 276539,126.9,229.7,3-5-2,4-4-2,суперзащитная (14%),нормальная (50%),,,игра в пас,нормальная,zhelez,Спарринг-Бот,смешанные,смешанные,951956276,2,0
7,28.12.2019 21:42,Зрители: 0,229.7,129.2,4-4-2,3-4-3,нормальная (50%),защитная (30%),,,нормальная,дальние удары,Спарринг-Бот,XXXL-58,смешанные,дальние,951956277,1,2
8,28.12.2019 21:43,Зрители: 0,122.1,229.7,3-4-3,4-4-2,суперзащитная (16%),нормальная (50%),,,техничная игра,нормальная,Серёга KC_Ultras,Спарринг-Бот,смешанные,смешанные,951956278,2,0
9,28.12.2019 21:43,Зрители: 0,229.7,118.2,4-4-2,3-4-3,нормальная (50%),защитная (37%),,,нормальная,нормальная,Спарринг-Бот,Незнакомка,смешанные,дальние,951956279,2,2
10,28.12.2019 21:42,Зрители: 150000,122.9,229.7,3-4-3,4-4-2,суперзащитная (7%),нормальная (50%),,,игра в пас,нормальная,Черныйрыцарь,Спарринг-Бот,дальние,смешанные,951956280,0,0
11,28.12.2019 21:47,Зрители: 0,229.7,145.6,4-4-2,4-3-3,нормальная (50%),суперзащитная (13%),,,нормальная,нормальная,Спарринг-Бот,Inter27,смешанные,дальние,951956281,0,3
12,28.12.2019 21:43,Зрители: 0,192.5,229.7,3-5-2,4-4-2,защитная (25%),нормальная (50%),,,дальние удары,нормальная,Барса1707,Спарринг-Бот,дальние,смешанные,951956282,1,0
13,28.12.2019 21:43,Зрители: 0,229.7,222.6,4-4-2,3-5-2,нормальная (50%),суперзащитная (9%),,,нормальная,нормальная,Спарринг-Бот,seul_fc,смешанные,дальние,951956283,1,4
14,28.12.2019 21:43,Зрители: 0,177,229.7,3-5-2,4-4-2,суперзащитная (12%),нормальная (50%),,,техничная игра,нормальная,trif_3,Спарринг-Бот,дальние,смешанные,951956284,0,0
15,28.12.2019 21:43,Зрители: 0,229.7,200.6,4-4-2,3-5-2,нормальная (50%),суперзащитная (11%),,,нормальная,дальние удары,Спарринг-Бот,САЛЮТ ФК,смешанные,дальние,951956285,0,4
16,28.12.2019 21:44,Зрители: 0,103,229.7,2-6-2,4-4-2,суперзащитная (10%),нормальная (50%),,,дальние удары,нормальная,ManchesterUn 2011,Спарринг-Бот,дальние,смешанные,951956286,1,0
17,28.12.2019 21:42,Зрители: 0,229.7,143.5,4-4-2,3-5-2,нормальная (50%),защитная (34%),,,нормальная,техничная игра,Спарринг-Бот,Спящая Красавица,смешанные,дальние,951956287,0,2
