,time,viewers,str_on_field_1,str_on_field_2,disposal_1,disposal_2,tactic_1,tactic_2,pressing_1,pressing_2,strategy_1,strategy_2,player_1,player_2,blows_1,blows_2,id_match,score_player_1,score_player_2
0,29.12.2019 04:39,Зрители: 0,128.8,134.9,3-5-2,3-5-2,суперзащитная (12%),суперзащитная (11%),нет,нет,дальние удары,дальние удары,Малая,BOTAH72,дальние,дальние,952016763,0,1
1,29.12.2019 04:37,Зрители: 0,146.1,114.9,4-4-2,4-3-3,суперзащитная (9%),защитная (24%),нет,нет,нормальная,нормальная,ПАО Нефаз,pat59om,дальние,дальние,952016764,4,2
2,29.12.2019 04:38,,184.5,76.7,2-5-3,3-5-2,суперзащитная (20%),суперзащитная (4%),нет,нет,дальние удары,нормальная,кукл-чаки,Lada T,дальние,короткие,952016765,3,2
3,29.12.2019 04:37,,169.2,236.9,3-5-2,4-4-2,суперзащитная (11%),защитная (22%),нет,нет,игра в пас,нормальная,LOST29,olegmihalych,дальние,смешанные,952016766,0,0
4,29.12.2019 04:38,,180.5,240.3,3-4-3,2-6-2,суперзащитная (19%),защитная (28%),нет,нет,техничная игра,дальние удары,CSKA_MOSCOW1,ICEMAN73,дальние,дальние,952016767,2,2
5,29.12.2019 04:37,,204.3,190.4,2-5-3,2-4-4,суперзащитная (11%),суперзащитная (1%),нет,нет,игра в пас,нормальная,HOLMS-67,Николай3,дальние,дальние,952016768,1,4
6,29.12.2019 04:41,Зрители: 0,178,219.5,3-4-3,3-5-2,суперзащитная (17%),суперзащитная (11%),нет,нет,дальние удары,дальние удары,roberto777,Лисандр,дальние,дальние,952016769,2,0
7,29.12.2019 04:39,Зрители: 0,163.6,70,3-5-2,4-4-2,суперзащитная (16%),суперзащитная (5%),нет,нет,техничная игра,дальние удары,David Duchovny,Арес666,короткие,дальние,952016770,0,0
8,29.12.2019 04:40,Зрители: 0,116.6,133.2,3-5-2,3-4-3,защитная (37%),суперзащитная (5%),нет,нет,дальние удары,дальние удары,vas-ivano,Fotbolchic,дальние,дальние,952016771,0,4
9,29.12.2019 04:37,Зрители: 0,72.5,182.1,4-4-2,3-5-2,суперзащитная (5%),защитная (28%),нет,нет,техничная игра,дальние удары,Southampton Fc,Alex_Cosmo,короткие,дальние,952016772,0,3
10,29.12.2019 04:38,Зрители: 0,79.6,131.5,3-5-2,4-4-2,нормальная (48%),суперзащитная (12%),нет,нет,нормальная,дальние удары,Лестер,Трибуна А,смешанные,дальние,952016773,0,1
11,29.12.2019 04:37,,197.7,240,4-4-2,3-6-1,нормальная (41%),защитная (30%),нет,нет,дальние удары,дальние удары,JHONNOHJ,росфан,дальние,дальние,952016774,0,1
12,29.12.2019 04:41,,142.3,134.1,3-3-4,4-3-3,суперзащитная (20%),суперзащитная (3%),нет,нет,дальние удары,техничная игра,Спартачка,ФК РусскийСтиль,дальние,дальние,952016775,0,0
13,29.12.2019 04:40,Зрители: 0,276.6,122.2,3-5-2,2-6-2,суперзащитная (5%),защитная (29%),нет,нет,игра в пас,игра в пас,hugo_boss,Вуглускр,дальние,дальние,952016776,3,0
14,29.12.2019 04:39,,61.8,141.4,4-4-2,4-4-2,суперзащитная (3%),суперзащитная (7%),нет,нет,дальние удары,дальние удары,Kord,Krak2011,дальние,дальние,952016777,0,4
15,29.12.2019 04:41,,165.4,193.2,4-4-2,3-4-3,нормальная (49%),защитная (36%),нет,нет,нормальная,игра в пас,вадим72,Chappi1612,дальние,дальние,952016778,1,0
16,29.12.2019 04:40,Зрители: 0,70.2,193.2,3-2-5,2-6-2,суперзащитная (15%),нормальная (41%),нет,нет,дальние удары,нормальная,Football Animal,Narek12,дальние,дальние,952016779,0,4
17,29.12.2019 04:37,Зрители: 0,172,116.4,3-4-3,4-4-2,защитная (33%),суперзащитная (9%),нет,нет,дальние удары,нормальная,Range Rover,inzaghi7,дальние,дальние,952016780,3,0
18,29.12.2019 04:36,Зрители: 10324,120.6,156.8,3-3-4,3-5-2,защитная (21%),суперзащитная (13%),нет,нет,нормальная,игра в пас,IeshuaGa-Notzri,Королева Моя,дальние,смешанные,952016781,2,3
19,29.12.2019 04:40,Зрители: 0,130.6,292.7,3-5-2,3-5-2,защитная (38%),суперзащитная (6%),нет,нет,нормальная,дальние удары,ЦЕЗАРЬ,серьёзный гусь,дальние,дальние,952016782,0,3
20,29.12.2019 04:41,Зрители: 14994,155.8,114.6,4-4-2,3-4-3,суперзащитная (20%),суперзащитная (17%),да,нет,игра в пас,дальние удары,Lugansk85,denito,смешанные,дальние,952016783,4,5
21,29.12.2019 04:36,Зрители: 0,220.1,149.8,3-5-2,3-4-3,суперзащитная (19%),суперзащитная (19%),нет,нет,дальние удары,дальние удары,FC Lokomotiv2018,10kk fy,дальние,смешанные,952016784,4,0
22,29.12.2019 04:38,,102.8,123.5,3-4-3,3-4-3,суперзащитная (6%),суперзащитная (3%),нет,нет,нормальная,игра в пас,Lescor,Алтын,короткие,дальние,952016785,0,2
23,29.12.2019 04:37,Зрители: 0,222.9,91.7,2-5-3,4-4-2,суперзащитная (19%),суперзащитная (1%),нет,нет,дальние удары,дальние удары,Фейеноорд Роттердам,спартачек28,дальние,дальние,952016786,0,0
24,29.12.2019 04:38,,135.3,135.9,4-4-2,4-3-3,суперзащитная (11%),суперзащитная (9%),нет,нет,игра в пас,игра в пас,Окейистки,European team,смешанные,дальние,952016787,0,1
25,29.12.2019 04:38,,121.3,104.5,3-5-2,3-5-2,суперзащитная (19%),защитная (27%),нет,нет,нормальная,дальние удары,Хроник,Черёмное,дальние,дальние,952016788,1,3
