,time,viewers,str_on_field_1,str_on_field_2,disposal_1,disposal_2,tactic_1,tactic_2,pressing_1,pressing_2,strategy_1,strategy_2,player_1,player_2,blows_1,blows_2,id_match,score_player_1,score_player_2
0,28.12.2019 10:06,Зрители: 120000,117.2,229.7,3-5-2,4-4-2,суперзащитная (11%),нормальная (50%),,,нормальная,нормальная,мистер34,Спарринг-Бот,дальние,смешанные,951815985,2,1
1,28.12.2019 10:07,Зрители: 0,191.5,95,4-4-2,3-2-5,нормальная (50%),суперзащитная (1%),,,нормальная,дальние удары,Спарринг-Бот,Football Animal,смешанные,дальние,951815986,1,1
2,28.12.2019 10:05,Зрители: 0,191.5,53.4,4-4-2,3-4-3,нормальная (50%),суперзащитная (9%),,,нормальная,нормальная,Спарринг-Бот,irinkaendsasha,смешанные,дальние,951815987,4,1
3,28.12.2019 10:05,,195,164,3-4-3,3-5-2,суперзащитная (7%),защитная (21%),нет,нет,техничная игра,нормальная,папина,Jaroslav_1992,дальние,дальние,951815988,2,1
4,28.12.2019 10:05,Зрители: 120000,142.9,229.7,3-4-3,4-4-2,суперзащитная (1%),нормальная (50%),,,дальние удары,нормальная,Лишний Вес,Спарринг-Бот,дальние,смешанные,951815989,1,0
5,28.12.2019 10:05,Зрители: 368000,130.2,229.7,4-3-3,4-4-2,защитная (35%),нормальная (50%),,,дальние удары,нормальная,Фадейка,Спарринг-Бот,смешанные,смешанные,951815990,1,2
6,28.12.2019 10:08,,NAN,NAN,0-0-0,0-0-0,суперзащитная (%),суперзащитная (%),,,нормальная,нормальная,Спарринг-Бот,Супер_малюк,смешанные,смешанные,951815991,3,0
7,28.12.2019 10:06,Зрители: 0,229.7,120.7,4-4-2,4-3-3,нормальная (50%),суперзащитная (1%),,,нормальная,дальние удары,Спарринг-Бот,НатаХа-Ха,смешанные,короткие,951815992,0,1
8,28.12.2019 10:05,Зрители: 568,52.2,91.9,2-6-2,4-4-2,защитная (22%),нормальная (50%),,,дальние удары,нормальная,Arsenantes,Спарринг-Бот,смешанные,смешанные,951815994,2,0
9,28.12.2019 10:07,Зрители: 50000,107.4,123.1,3-5-2,4-3-3,суперзащитная (11%),суперзащитная (0%),нет,да,нормальная,дальние удары,AZULEGO,Chipolino,дальние,дальние,951815995,0,4
10,28.12.2019 10:05,,111.7,188.8,4-3-3,4-4-2,суперзащитная (5%),суперзащитная (12%),нет,нет,игра в пас,техничная игра,DREMEL,Fulham-88,дальние,дальние,951815996,0,6
