,time,viewers,str_on_field_1,str_on_field_2,disposal_1,disposal_2,tactic_1,tactic_2,pressing_1,pressing_2,strategy_1,strategy_2,player_1,player_2,blows_1,blows_2,id_match,score_player_1,score_player_2
0,29.12.2019 09:54,Зрители: 0,191.5,102,4-4-2,3-4-3,нормальная (50%),суперзащитная (1%),,,нормальная,дальние удары,Спарринг-Бот,anki,смешанные,дальние,952053413,0,1
1,29.12.2019 09:53,Зрители: 147000,115.8,191.5,3-4-3,4-4-2,суперзащитная (1%),нормальная (50%),,,нормальная,нормальная,Алексей Воронин,Спарринг-Бот,дальние,смешанные,952053414,2,1
2,29.12.2019 09:56,Зрители: 0,191.5,69.6,4-4-2,4-4-2,нормальная (50%),суперзащитная (10%),,,нормальная,игра в пас,Спарринг-Бот,Арес666,смешанные,смешанные,952053415,0,1
3,29.12.2019 09:54,Зрители: 120000,92.1,191.5,1-5-4,4-4-2,суперзащитная (4%),нормальная (50%),,,дальние удары,нормальная,chest3r,Спарринг-Бот,дальние,смешанные,952053416,0,3
4,29.12.2019 09:53,Зрители: 0,191.5,171.4,4-4-2,3-5-2,нормальная (50%),суперзащитная (13%),,,нормальная,дальние удары,Спарринг-Бот,Шахтер Полтава,смешанные,дальние,952053417,0,1
5,29.12.2019 09:53,Зрители: 110000,98.3,191.5,3-4-3,4-4-2,защитная (22%),нормальная (50%),,,техничная игра,нормальная,Жопашники,Спарринг-Бот,смешанные,смешанные,952053418,2,0
6,29.12.2019 09:53,Зрители: 0,191.5,151.6,4-4-2,3-5-2,нормальная (50%),суперзащитная (18%),,,нормальная,дальние удары,Спарринг-Бот,Сильпо Запорожье,смешанные,дальние,952053419,1,2
7,29.12.2019 09:53,Зрители: 50000,135.6,191.5,4-3-3,4-4-2,нормальная (41%),нормальная (50%),,,техничная игра,нормальная,КАРАТЕЛЬ ПОЖИРАТЕЛЬ,Спарринг-Бот,дальние,смешанные,952053420,2,0
8,29.12.2019 09:53,Зрители: 0,191.5,98.9,4-4-2,3-3-4,нормальная (50%),суперзащитная (4%),,,нормальная,дальние удары,Спарринг-Бот,3лой Лайчук,смешанные,дальние,952053421,2,3
9,29.12.2019 09:54,Зрители: 87134,111.1,191.5,3-6-1,4-4-2,суперзащитная (12%),нормальная (50%),,,игра в пас,нормальная,Казачья бухта,Спарринг-Бот,дальние,смешанные,952053422,4,4
10,29.12.2019 09:53,Зрители: 0,191.5,125.9,4-4-2,4-4-2,нормальная (50%),защитная (28%),,,нормальная,нормальная,Спарринг-Бот,CSKA_001,смешанные,дальние,952053423,0,1
11,29.12.2019 09:54,Зрители: 110000,132.1,191.5,3-5-2,4-4-2,суперзащитная (18%),нормальная (50%),,,игра в пас,нормальная,Кузя21,Спарринг-Бот,дальние,смешанные,952053424,2,0
12,29.12.2019 09:58,Зрители: 0,191.5,127.7,4-4-2,3-4-3,нормальная (50%),суперзащитная (4%),,,нормальная,техничная игра,Спарринг-Бот,Тол1к,смешанные,дальние,952053425,0,2
13,29.12.2019 09:54,Зрители: 77000,164.7,191.5,3-5-2,4-4-2,суперзащитная (3%),нормальная (50%),,,дальние удары,нормальная,модельщик,Спарринг-Бот,дальние,смешанные,952053426,3,0
